source_file,extraction_status,A_basic_context_identifiers.branch_location,A_basic_context_identifiers.conversation_summary,A_basic_context_identifiers.insurer_name,B_call_type_flow.call_flow_type,B_call_type_flow.call_outcome,B_call_type_flow.call_type_description,B_call_type_flow.customer_urgency,B_call_type_flow.decision_points,C_time_feasibility.branch_hours_constraints,C_time_feasibility.customer_stated_timing_need,C_time_feasibility.customer_time_need_category,C_time_feasibility.customer_timing_anxiety,C_time_feasibility.infeasibility_reasons,C_time_feasibility.request_feasible,C_time_feasibility.stranded_risk_language,D_pickup_delivery_access.agent_said_branch_discretion,D_pickup_delivery_access.agent_said_delivery_not_guaranteed,D_pickup_delivery_access.agent_said_pickup_not_guaranteed,D_pickup_delivery_access.customer_logistics_anxiety,D_pickup_delivery_access.customer_logistics_confusion,D_pickup_delivery_access.delivery_requested,D_pickup_delivery_access.instructed_to_call_branch,D_pickup_delivery_access.option_5_instruction_used,D_pickup_delivery_access.pickup_requested,D_pickup_delivery_access.self_pickup_only,E_fleet_vehicle_availability.agent_mentioned_class_not_guaranteed,E_fleet_vehicle_availability.agent_mentioned_inventory_uncertainty,E_fleet_vehicle_availability.customer_vehicle_anxiety,E_fleet_vehicle_availability.hard_constraint_details,E_fleet_vehicle_availability.hard_constraint_exists,E_fleet_vehicle_availability.hard_constraint_type,E_fleet_vehicle_availability.vehicle_class_category,E_fleet_vehicle_availability.vehicle_class_requested,F_insurance_coverage_money.coverage_cap_amount,F_insurance_coverage_money.coverage_explained_clearly,F_insurance_coverage_money.coverage_partial_or_capped,F_insurance_coverage_money.coverage_understood_by_customer,F_insurance_coverage_money.customer_changed_plans_due_to_cost,F_insurance_coverage_money.customer_cost_worry,F_insurance_coverage_money.deposit_amount,F_insurance_coverage_money.deposit_mentioned,G_branch_reliability_alternatives.agent_attempted_branch_contact,G_branch_reliability_alternatives.agent_transferred_to_branch,G_branch_reliability_alternatives.branch_answered,G_branch_reliability_alternatives.branch_unreachable,G_branch_reliability_alternatives.competitor_mentioned,G_branch_reliability_alternatives.competitor_name,G_branch_reliability_alternatives.location_avoidance_requested,G_branch_reliability_alternatives.prior_bad_branch_experience_mentioned,H_customer_comprehension_cognitive_load.confusion_expressed,H_customer_comprehension_cognitive_load.confusion_topics,H_customer_comprehension_cognitive_load.familiar_with_ir_process,H_customer_comprehension_cognitive_load.familiarity_level,H_customer_comprehension_cognitive_load.repeated_instructions,H_customer_comprehension_cognitive_load.took_notes,I_emotional_psychological_signals.distress_signals_present,I_emotional_psychological_signals.emotional_state_end,I_emotional_psychological_signals.emotional_state_start,I_emotional_psychological_signals.fear_signals_present,I_emotional_psychological_signals.safety_concerns_present,I_emotional_psychological_signals.trauma_context_present,J_agent_behavior_clarity.agent_acknowledged_concerns,J_agent_behavior_clarity.agent_expressed_empathy,J_agent_behavior_clarity.agent_polite_professional,J_agent_behavior_clarity.agent_summarized_next_steps,J_agent_behavior_clarity.next_steps_clarity,K_outcome_customer_effort.cancellation_during_call,K_outcome_customer_effort.customer_actions_count,K_outcome_customer_effort.customer_post_call_actions,K_outcome_customer_effort.effort_burden,K_outcome_customer_effort.effort_burden_explanation,K_outcome_customer_effort.reservation_status_end
audiofile-686753017220_extracted,complete,,"The conversation involves an agent from HERTZ, Aisha, who attempts to assist client Ms. Lopez with the help of a Spanish interpreter, Pablo. Ms. Lopez requests a callback in 45 minutes as she is currently occupied.",,scheduled_future,parked,Scheduled future call due to the customer's immediate unavailability.,flexible,obtaining a translator|decision to leave a voicemail,,Requested callback in 45 minutes.,,false,,true,false,false,false,false,false,false,,false,false,,,false,false,false,,false,,,,,,,,false,false,,false,false,false,,false,false,,false,false,false,,,,false,false,false,calm,calm,false,false,false,true,true,true,true,clear,false,1,Await follow-up call from HERTZ,low,"Low; the conversation involved scheduling a follow-up, with no immediate effort or action required from the customer.",
audiofile-686753023784_extracted,complete,"Las Vegas, Nevada at 6425 Roy Horn Way","The call involves Tiffany from Hertz contacting Jacob regarding an insurance replacement rental authorized by State Farm in Las Vegas. Initially, there is an update of information including the vehicle details and arrangements for picking up the rental. Jacob mentions a previous unsuccessful pickup attempt due to the branch closing, and they reschedule the pickup for the current day at 10:30 AM. Tiffany confirms the reservation details, explains the process, and addresses Jacob’s queries about costs and the setup. The call concludes with confirmation of the pickup details and Jacob being instructed to call the branch before arriving.",State Farm,scheduled_future,completed,Scheduled_future,urgent,verifying pickup details|timing for the pickup|confirming email information|dealing with the security deposit,"The branch is open Monday through Friday, 8 AM to 12 PM, and closed earlier than Jacob anticipated the previous day.","The customer needed to pick up the vehicle as soon as possible, ideally that day.",immediate_same_day,false,,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,,false,,,,,true,false,true,false,false,$50,true,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,anxious,false,false,false,true,true,true,true,clear,false,2,Call the branch using option 5 at least 30 minutes before scheduled pickup.|Arrive having a valid driver's license and credit or debit card.,low,"Instructions were clear, and the reservation was rescheduled with minimal additional effort required.",finalized
audiofile-686753026388_extracted,complete,"HERTZ rental at 1815 Old Bayshore Highway, Burlingame, California","The call was from Jennifer at Heritage Rental Recording Line to Farz Barzola regarding a HERTZ car rental authorized by ICSAA. The conversation revolved around verifying the customer's rental reservation, which was initially not necessary for him that week. The customer was given a rental option due to a recent car accident, but decided he did not need it until the following week. Jennifer proposed to move the reservation to the following week and instructed Farz to contact the location directly when he was ready. She provided instructions on what Farz would need when picking up the rental car.",ICSAA,scheduled_future,completed,Scheduled_future,flexible,confirming the need for a car|adjusting the reservation|providing instructions for when the customer was ready,The customer should contact the location with at least an hour's notice.,The customer stated that he did not need the rental until the next week.,scheduled,false,,true,false,true,false,false,false,false,false,true,true,false,false,false,false,false,,false,,,,,,,,false,false,,true,false,false,,false,false,,false,false,true,the need and timing for the rental,false,some_experience,false,false,false,calm,stressed,false,false,false,true,true,true,true,clear,false,3,Contact the Old Bayshore Highway Hertz location with at least an hour's notice.|Select option five when calling.|Bring a valid driver's license and debit/credit card.,low,"The adjustments were made by the agent, and the customer's next steps were straightforward and clearly communicated.",finalized
audiofile-686753035024_extracted,complete,"Woodhaven, Michigan at 23955 Allen Road","The agent from HERTZ called to confirm rental authorization by State Farm at the HERTZ Woodhaven location. Discussed wife's pickup due to her maternity leave and confirmation needed with local HERTZ branch. Pickup time of 3:00 PM was tentatively agreed upon, with further calling instructions provided.",State Farm,straight_through,completed,Straight_through,neutral,Whether the customer’s wife can pick up the vehicle.|Verification of the pick-up time.,Pickup was available between 1:00 PM and 5:00 PM.,On the same day; a tentative 3:00 PM pickup was agreed upon.,scheduled,false,,true,false,true,false,true,false,false,false,true,true,true,true,false,false,false,,false,,,,,true,false,true,false,false,,true,false,false,,false,false,,false,false,false,,true,experienced,false,false,false,calm,calm,false,false,false,true,true,true,true,clear,false,3,Confirm the wife's ability to pick up the vehicle with the local branch.|Call the branch an hour before pickup and press option 5.|Ensure all required documents are prepared for pickup.,medium,"While the instructions were clear, the customer has subsequent tasks to confirm details with the branch and ensure all necessary documents are available for pickup.",provisional
audiofile-686753040870_extracted,complete,"San Diego, California / 10-606 Communities","The conversation is between Jennifer from Hertz and Spencer Ingram, facilitated by a call to arrange an insurance replacement rental authorized by Tesla Insurance. Spencer is looking to update his reservation details, including arranging a pickup service from Amado's Body Shop because he is dropping off his car for repair. Jennifer acknowledges the need for advance notice for the pickup but assures Spencer that she will email and call the branch to make sure he is not stranded. Spencer is informed to have a valid driver's license and payment card ready. The call is transferred to Nick at the branch, who will arrange the pickup.",Tesla Insurance,same_day_urgent,completed,same_day_urgent,urgent,Verification of email address.|Inquiry about the need for a pickup.|The necessity of confirming the pickup location and timing details.|Ensuring the availability of a valid driver's license and payment card.,Pickup requires at least an hour advance notice.,Pickup in the next 15 to 20 minutes.,immediate_same_day,false,Advance notice requirement.,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,,false,,,,,false,false,false,false,false,,false,true,true,true,false,false,,false,false,false,,true,experienced,false,false,false,calm,calm,false,false,false,true,true,true,true,clear,false,2,Ensure availability of a valid driver's license.|Have a debit or credit card ready.,medium,"Though the call was promptly handled and directed, urgency and requirement of quick response from the branch added a level of complexity.",finalized
audiofile-686753043012_extracted,complete,"St. Petersburg, Florida, located at 2525 34th Street North","The call was between Aisha from HERTZ and a customer named Mr. Ty. Aisha informed Mr. Ty that his insurer, State Farm, has authorized a rental car due to his vehicle undergoing repairs. They discussed pickup logistics, the body shop location, and confirmed Mr. Ty's contact details. Mr. Ty was informed about the insurance coverage and asked for a seven-passenger vehicle. The resolution was that Mr. Ty would have a rental setup for pickup on the specified date, accepting any vehicle within the budget authorized by the insurance.",State Farm,scheduled_future,completed,Scheduled_future,flexible,location for pickup|verifying contact information|discussing insurance limits|desired type of rental vehicle,"Not explicitly mentioned, but the branch needs an hour's notice before pickup.",Pickup on Monday around 10 AM,unsure,false,,true,false,true,false,false,false,false,false,true,false,true,false,true,true,true,,false,,special,A seven-passenger vehicle,$50 per day,true,true,true,false,false,,false,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,calm,false,false,false,true,true,true,true,clear,false,2,Present a valid driver's license and credit or debit card.|Contact the branch with an hour's notice before pickup.,low,"Low; most steps were standard and clearly communicated, with minimal complexity or uncertainty involved.",finalized
audiofile-686753049812_extracted,complete,"High Point, North Carolina","The call was between a HERTZ representative, Lyric, and a customer, Jamarcus. State Farm is authorizing a rental car for Jamarcus at a HERTZ location in High Point, NC. Jamarcus confirmed he doesn't need a ride to the location as he plans to drop his car off at a collision repair shop early morning and pick up his rental around 3:30 AM on the same day. Lyric confirmed and updated the timing for the reservation. Lyric instructed Jamarcus to contact the local HERTZ branch an hour before pick-up and bring a valid driver's license and a credit/debit card.",State Farm,same_day_urgent,completed,Same_day_urgent,urgent,confirmation of the pick-up timing|verification of customer details,,Around 3:30 AM on the same day,,false,,,false,false,false,false,false,false,false,true,true,false,true,false,false,false,,false,,,,,false,false,false,false,false,,false,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,calm,false,false,false,false,false,true,true,clear,false,2,Contact the HERTZ branch an hour before pickup and press option 5.|Bring a valid driver's license and a major credit or debit card to the branch.,low,The process was straightforward and the customer only needs to follow up with the local branch.,finalized
audiofile-686753049957_extracted,complete,"St. Petersburg, Florida at the 2525 34th Street location","The agent, Tiffany from HERTZ, left a voicemail for a customer named Ty Tioni, informing them that State Farm Insurance has authorized an insurance replacement rental. The rental is available at a specified location in St. Petersburg, Florida. Tiffany instructs the customer to use a link provided in a text message to finalize the rental plans. She also provides a contact number and a confirmation number for further assistance if needed.",State Farm Insurance,straight_through,completed,voicemail,neutral,,"The contact line is available from 7 to 7 weekdays, 7:30 to 4 on Saturdays, Central Standard Time.",,,false,,true,false,false,false,false,false,false,,true,false,,,false,false,false,,false,,,Insurance replacement rental,,true,false,false,false,false,,false,false,false,,false,false,,false,false,false,,false,,false,false,false,,,false,false,false,false,false,true,true,clear,false,2,Use the link in the text message to finalize rental plans.|Call 1-800-582-7499 if no text was received or if they need additional assistance.,low,The steps required of the customer are minimal and well-outlined in the voicemail.,provisional
audiofile-686753052669_extracted,complete,"Corpus Christi, Texas, located at 3801 South Padre Island, Drive Suite B","Aisha from HERTZ called Ronnie Stenbich to confirm details about a rental car authorized by State Farm due to a probable total loss of Ronnie's vehicle. The conversation covered options for vehicle delivery or pickup, verification of personal details, and setting a rental pickup for May 1st. Ronnie requested the vehicle delivery if possible but was prepared to pick it up himself. Aisha confirmed branch hours and the requirement to call ahead. The call concluded with Ronnie understanding the proposed plan and having no further questions.",State Farm,scheduled_future,completed,Scheduled_future,flexible,choosing between vehicle delivery versus pickup|confirming the rental date and time,"Saturday, 9 to 12","Saturday, May 1st, around 9:30 AM",scheduled,false,,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,,false,,,,,,false,,false,false,,true,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,calm,false,false,false,true,true,true,true,clear,false,3,Wait for confirmation on the delivery request|Call the branch directly at least an hour in advance|Present a valid driver's license and payment card upon rental pickup,low,The process was straightforward and options were provided.,provisional
audiofile-686753059832_extracted,complete,"280 Gardner Drive in New Century, Kansas","The call is between Jennifer from HERTZ and a customer, Catherine, who has a reservation for a rental car. Catherine hasn't determined when she needs the reservation because she has yet to contact the collision repair place. State Farm has authorized her rental due to a cosmetic issue with her vehicle. The call involves updating the reservation details, including Catherine's contact information and vehicle details. Catherine will contact the local branch directly when she knows more about her repair timing.",State Farm,straight_through,completed,straight_through,flexible,confirming the need for a reservation|verifying and updating contact information|future steps about contacting the branch,Contact the location directly with at least an hour's notice.,,unsure,false,,true,false,true,false,false,false,false,false,true,true,false,false,false,false,false,,false,,,,,true,false,true,false,false,,true,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,calm,false,false,false,true,true,true,true,clear,false,3,Contact the repair shop to determine repair timing.|Contact the rental location with at least an hour's notice.|Bring a valid driver's license and debit/credit card to the branch.,low,The customer was only required to perform standard follow-up actions without any stressful or complicated tasks.,provisional
audiofile-686753062095_extracted,complete,"Clinton Township, Michigan at 20820 Hall Road","The call involves Lyric from Hertz rental cars confirming a car rental authorized by State Farm for a customer at the Clinton Township, Michigan location. The customer confirms the location's suitability and mentions needing the car potentially today, depending on when the branch contacts her.",State Farm,straight_through,completed,The call flow involved confirming a car rental.,urgent,pickup location|timing of pickup,"Not explicitly mentioned, but instructed to call the branch one hour before coming.","As soon as possible, potentially today.",immediate_same_day,true,,true,false,true,false,false,false,false,false,true,true,false,true,false,false,false,,false,,,,,false,false,false,false,false,,false,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,stressed,calm,false,false,false,true,true,true,true,clear,false,4,Wait for the branch to call or determine when she wants to go.|Contact the local branch one hour before arrival.|Ensure to press option 5 to reach the front desk.|Bring a valid driver's license and a major credit or debit card.,medium,Customer was required to follow up on vehicle availability and needed to synchronize timing with multiple parties involved in the process.,provisional
audiofile-686753068147_extracted,complete,"1 East Pershing Road, Kansas City, Missouri","Jennifer from HERTZ called Jimena to update her on a State Farm-authorized rental at HERTZ. They discussed whether Jimena needed pickup service, confirmed the email address and location, discussed the time for rental pickup, and the necessity of Jimena calling the branch to arrange details. They also covered the details of the vehicle being repaired. It was clarified that State Farm would cover 25 days of rental, but Jimena needed to provide a credit or debit card for incidents. The customer was advised to contact HERTZ for coordination and the call concluded with Jimena understanding the next steps.",State Farm,scheduled_future,completed,Scheduled_future,flexible,confirming the address and email|determining if pickup was required|discussing how State Farm and HERTZ coordinate pickup/drop-off,HERTZ opens at 7:30 AM.,The car rental was needed starting Monday morning.,near_term,false,,true,false,true,false,true,false,true,false,true,false,true,false,false,false,false,,false,,,,25 days,true,false,true,false,false,debit or credit card for incidentals,true,false,false,,false,false,,false,false,true,location and service setup,true,,true,false,false,calm,anxious,false,false,false,true,true,true,true,clear,false,3,Contact HERTZ branch|Bring a driver's license|Bring a debit/credit card,medium,due to needing to activate several steps and make additional calls to finalize the rental process.,provisional
audiofile-686753069153_extracted,complete,388 Eastern Avenue in Malden,"The conversation starts with an agent from Hertz, Kaylee, calling Mr. Sean May regarding a rental authorized by Commerce Insurance. Kaylee inquires if Mr. May needs a pickup service for his reservation. Mr. May mentions he can't rent the car yet because he needs to take a picture for appraisal, which will take an additional 24 hours. He plans to drive his son to the Hertz location instead of using their pickup service. They discuss bringing insurance paperwork and the duration of the paperwork process, which is an hour long. The call ends with the agent confirming Mr. May will call back when ready.",Commerce Insurance,scheduled_future,completed,scheduled_future,flexible,timing for rental|need for pickup,,Needs to wait 24 hours for an insurance appraisal.,near_term,false,,true,false,false,false,false,false,false,false,true,false,true,true,false,false,false,,false,,,,,false,false,,false,false,,false,false,false,,false,false,,false,false,true,need for an hour-long paperwork process,true,some_experience,false,true,false,calm,calm,false,false,false,true,false,true,true,clear,false,3,Wait for 24 hours for insurance appraisal.|Call back Hertz when ready for the rental.|Bring insurance paperwork to the branch.,medium,"The customer has tasks to perform (appraisal, contacting Hertz, arranging transportation to branch), which involve some effort and coordination.",provisional
audiofile-686753073649_extracted,complete,"Ironton, Ohio","The caller, Lyric from Hertz, contacts a customer named Troy Gillespie regarding a rental car authorized by State Farm. The rental car is to be picked up in Ironton, Ohio. Troy indicates he does not need a ride to the location and is uncertain about the exact pickup date as he awaits an estimate from the body shop. The body shop opening is around the 17th of the month. Troy provides his email and confirms vehicle and repair shop details. The agent advises contacting the local Hertz branch an hour before pickup using option five on the automated system. Troy is reminded to bring a valid driver's license and credit/debit card.",State Farm,scheduled_future,completed,Scheduled Future,flexible,,,Around the 17th of the month.,near_term,false,,true,false,true,false,false,false,false,false,true,true,true,true,false,false,false,,false,,,,,true,,true,false,false,,false,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,calm,false,false,false,false,false,true,true,clear,false,1,Contact the local Hertz location an hour before pickup using option five.,low,,provisional
audiofile-686753079490_extracted,complete,"543 Cary Avenue, Staten Island, New York","The conversation involves Jennifer from HERTZ reaching out to Elsa Pilko to update her reservation authorized by State Farm. Elsa is initially unable to verify the information due to a language barrier, and it seems she tries to bring someone in who can assist. The call switches to an automated LanguageLink system reflecting an attempt to access translation services. There is no clear resolution within the provided transcript as the interaction seems to be handled midway.",State Farm,parked_waiting_on_third_party,parked,Parked_waiting_on_third_party (due to transfer to LanguageLink for translation support),neutral,language assistance|transfer to LanguageLink,,,,false,,,false,false,false,false,false,false,,false,false,,,false,false,false,,false,,,,,false,false,false,false,false,,false,false,false,,false,false,,false,false,true,language barrier,false,,false,false,false,,calm,false,false,false,false,false,true,false,unclear,false,2,Await assistance from LanguageLink|Secure a translator,medium,due to language barrier requiring additional effort to resolve through third-party services,
audiofile-686753079513_extracted,complete,"Atlanta Metro, Georgia at 202 Courtland Street","The customer, Valina Anderson, was contacted by a HERTZ representative regarding a rental authorized by State Farm due to her vehicle being stolen. The conversation involved confirming the rental location, timing for pickup, and discussing logistics such as transportation and payment methods. Valina planned to pick up the vehicle at 2 PM the same day. Payment concerns were raised due to potential issues with using her husband's debit card, and it was suggested she consult directly with the local branch to address this.",State Farm,same_day_urgent,completed,same_day_urgent,urgent,email clarification|insurance policy coverage|debit card issue,,"Pickup in about two hours, by 2 PM on the same day.",immediate_same_day,true,,true,false,true,false,false,false,false,false,true,true,true,true,false,false,false,,false,,,the cheapest available,,true,true,true,false,true,$50,true,false,false,,false,false,,false,false,true,debit card use,true,some_experience,true,false,true,anxious,calm,false,true,true,true,true,true,true,clear,false,3,Confirm details with the local branch using option 5.|Address the payment method issue directly with the branch.|Ensure to have a valid driver's license and accepted payment method at pickup.,medium,"While steps were clearly outlined, action required on the customer's side to solve payment method issues and ensure rental conditions align with branch policy.",finalized
audiofile-686753101395_extracted,complete,"Cumberland, Maryland at the address 10385 Mount Savage Road, Northwest","The conversation is between an agent named Lyric from HERTZ Rental Cars and the customer, who has a rental authorized by State Farm due to a damaged vehicle. The customer plans to go to Cumberland, Maryland, and requests a car for the same day at 2 p.m. The agent updates the reservation and confirms the customer's details, ensuring she knows to contact the local branch an hour before arriving. The customer acknowledges the requirement of a valid driver's license and a credit or debit card, and ends the call thanking the agent.",State Farm,same_day_urgent,completed,same_day_urgent,urgent,verifying the time of pickup|confirming vehicle details|checking essential documents,,"This afternoon, around 2 p.m.",immediate_same_day,true,,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true,,false,,compact,compact sedan,$50 a day,true,true,true,false,false,,false,false,false,,false,false,,false,false,true,recalling her email,true,some_experience,false,false,true,calm,frustrated,false,false,false,true,true,true,true,clear,false,2,Call the local branch an hour before the pickup and press option 5.|Bring a valid driver's license and a major credit or debit card at pickup.,medium,"Medium, due to urgent timing and the need for the customer to manage her own stress and preparation with documentation.",finalized
audiofile-686753120759_extracted,complete,"Conyers, Georgia","The call involves Lyric from HERTZ contacting Sharon Ball to arrange a rental car through State Farm insurance. Initially, the rental pickup was set at HERTZ in Conyers, Georgia, but Sharon preferred to be closer to Morrow, Georgia, considering her vehicle drop-off at Rich One Stop Auto Repair on McDonald's Parkway. Sharon asked if she could be picked up from her vehicle drop-off location. Lyric found an alternative HERTZ location on Mount Zion Boulevard, Morrow. Due to timing constraints and preference, Sharon considered switching to Enterprise since HERTZ couldn't guarantee a pickup. Ultimately, Sharon requested the cancellation of the HERTZ reservation, which was processed by Lyric.",State Farm,,completed,already_rented_elsewhere,urgent,identifying the preferred rental location|confirming pickup availability at the location|canceling the reservation,The latest available pickup from the alternative HERTZ location was 4 PM.,Sharon planned to drop off her vehicle the next day around 5 PM.,near_term,true,latest pickup conflicts with Sharon's schedule,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,,false,,,,,false,false,false,false,false,,false,false,false,,false,true,Enterprise,false,false,true,location suitability|pickup timing,true,some_experience,false,false,false,frustrated,calm,false,false,false,true,true,true,true,clear,true,2,coordinate with State Farm|possibly contact Enterprise for an alternative rental,medium,The customer had to manage additional coordination with insurance and possibly another rental company due to location and timing issues.,canceled
audiofile-686753124983_extracted,complete,"Saleon, Massachusetts at 33 Bridge Street","Asha from HERTZ contacts Adam Ryan regarding an authorized rental by Safety Insurance. Adam confirms he currently has a rental and plans to return it the next day. They agree on a pickup time for the new rental at 4 PM, aligning with the branch's hours. Adam provides his email and phone number for the reservation and confirms the repair details with Peterson Auto Body for a 2011 Toyota Highlander. The agent clarifies that a deposit will be needed, reimbursed upon return, and instructs Adam to contact the location an hour in advance.",Safety Insurance,straight_through,completed,The call was a straight through,flexible,rental pickup time,"Open Monday through Friday, 8 to 5.",Rental pickup coordinated with current rental return at 4 PM the next day.,scheduled,false,,true,false,false,false,false,false,false,false,true,true,true,false,false,false,false,,false,,,,,true,false,true,false,false,,true,false,false,,false,false,,false,false,true,minor confusion about what the deposit was for,true,some_experience,false,false,false,stressed,calm,false,false,false,true,false,true,true,clear,false,3,Contact the branch one hour before arrival|Present a valid driver's license|Present a debit or credit card,low,"The arrangements were made conveniently without hassle, and the customer only needs to follow simple follow-up actions.",finalized
audiofile-686753132733_extracted,complete,Hollywood,"The conversation involves Kami from Hertz speaking with a customer, Michael Hicks, who has been authorized a rental by Progressive Insurance. Michael is at a Hertz location in Hollywood and needs to upgrade from a sedan to an SUV due to his personal requirements (he is 6'6"" and owns an SUV). He has contacted his adjuster but hasn't received a direct response. Kami suggests Michael attempt to get the vehicle and ask the representative at the desk to call for an upgrade approval. Michael plans to approach the Hertz desk for resolution.",Progressive Insurance,same_day_urgent,other,Same_day_urgent,urgent,Verification of vehicle upgrade status.|Suggestion to approach the desk representative for assistance.,The adjuster is supposed to respond by 12 PM.,Immediate,immediate_same_day,true,,false,false,true,true,true,true,true,,true,false,true,true,true,true,true,Height and current vehicle type lead to requirement for an SUV.,true,safety,suv_regular,SUV,,,,,false,false,,false,false,false,,false,false,,false,false,true,Lack of direct responses from the adjuster.,false,some_experience,false,true,true,frustrated,frustrated,false,false,false,true,true,true,true,clear,false,2,Approach the Hertz desk representative.|Attempt to expedite upgrade approval.,medium,"Due to high involvement needed in coordinating and securing the SUV upgrade, dependent on third-party actions (adjuster and branch staff).",provisional
audiofile-686753132842_extracted,complete,"HERTZ in Sanford, Florida, located at 1752 Renhart Road.","The call was between a HERTZ representative, Aisha, and a customer, Larry. Aisha informed Larry about a rental authorization from First Acceptance for a pickup in Sanford, Florida. Larry needed a pickup from Gerber Collision after his car repairs. They discussed the schedule, set the pickup for Monday at 11 AM, and confirmed contact details. Larry asked about vehicle options since his insurance covered a certain amount, and he needed a vehicle suitable for assisting his wife. The call ended with instructions for Larry to contact the branch one hour before pickup.",First acceptance,scheduled_future,completed,scheduled_future,flexible,confirming location/address|preferred timing|vehicle type,contacting the branch one hour before pickup,"Monday at 10 AM, adjusted to 11 AM.",scheduled,false,,true,false,false,false,false,false,true,false,true,true,true,false,true,true,true,needed a vehicle his wife could comfortably enter and exit.,true,medical,,SUV or mid-size vehicle,28.24,true,true,true,false,false,,false,false,false,,false,false,,false,false,true,timing for contacting the branch,true,some_experience,false,false,true,stressed,calm,false,true,false,true,true,true,true,clear,false,2,Be present at Gerber Collision for pickup.|Contact the branch one hour before pickup using option 5.,medium,"the customer had to coordinate timing, ensure vehicle suitability for wife, and contact the branch.",finalized
audiofile-686753134155_extracted,complete,"Memphis, Tennessee, 1831 Getwell Road","The customer, Wanda Robinson, was contacted by a Hertz representative, Lyric, regarding a rental authorized by State Farm due to her vehicle being stolen. Wanda was flexible with the rental location in Memphis but needed a vehicle today as she has to go to work. The agent confirmed that the branch will inform her about vehicle availability. Wanda stated she has someone to take her to the rental location and expressed urgency due to work commitments. She acknowledged needing a $50 security deposit and would have necessary documentation ready. The agent arranged to transfer the call to the branch for further vehicle inventory checks.",State Farm,,completed,straight_through,urgent,rental location confirmation|timing for vehicle pickup,,"Any time today, with an initial plan for 12:30 PM.",immediate_same_day,true,,true,false,true,false,false,true,false,false,false,false,false,true,false,true,false,,false,,,,,true,false,true,false,false,$50,true,true,true,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,anxious,false,false,false,true,true,true,true,clear,false,2,provide proof of insurance|have a major credit card at pickup,medium,The customer needs to ensure the correct documentation and handle the branch interaction for vehicle availability.,finalized
audiofile-686753141840_extracted,complete,"Pueblo, Colorado, 2145 Highway 50 West Bradley","The call is initiated by a Hertz representative to confirm a car rental authorized by State Farmers for Luis Figueroa in Pueblo, Colorado. Luis intends to pick up the vehicle on Tuesday, the 11th at noon, and confirms his ability to get to the location without needing a ride. Details of the damaged vehicle and repair shop are confirmed. The call ends with no further questions from Luis.",State Farmers,straight_through,completed,The call is a straight-through call to confirm a vehicle rental.,flexible,confirming location|timing|verification of details|instructions for the day of pick-up,,"Tuesday, 11th at 12:00 PM",scheduled,false,,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,,false,,,,,,,,false,false,,false,false,false,,false,false,,false,false,false,,true,some_experience,false,false,false,calm,calm,false,false,false,false,false,true,true,clear,false,4,Contact the local Hertz branch an hour before pick-up|Press option 5|Bring a valid driver’s license|Bring a major credit or debit card,low,"Instructions were clear and straightforward, customer appeared familiar with the process.",finalized
audiofile-686753148192_extracted,complete,"Houston, Texas at 126-FM-1960-E Suite A","The agent (Lyric from HERTZ) called the customer regarding a rental car authorized by State Farm due to the customer's vehicle needing repairs at AutoNation North Collision Center. They discussed the logistics of dropping off the damaged vehicle and getting a rental at HERTZ, including pickup arrangements from the repair shop. The timing for pickup was agreed upon as Thursday at 12:00 PM. The customer was advised to contact the local HERTZ location an hour before pickup and was informed about providing a driver's license and credit/debit card upon arrival. The rental coverage duration was explained to last 25 days, with possible extensions based on repair time.",State Farm,scheduled_future,completed,scheduled_future,flexible,agreement on the pickup time|location verification,,"Pickup on Thursday after dropping off their vehicle at 11:45 AM, specifically at 12:00 PM.",scheduled,false,,true,false,false,false,false,false,true,,true,true,true,,false,false,false,,false,,,,25 days with possible extensions based on repair duration.,true,false,true,false,false,,false,false,false,,false,false,,false,false,true,logistics of getting the rental vehicle from the shop,true,some_experience,false,false,false,stressed,calm,false,false,false,true,true,true,true,clear,false,2,Contact the local HERTZ location an hour before pickup|Ensure to have a driver's license and credit/debit card,low,The call was straightforward and the customer had clear guidance on next steps.,finalized
